Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
JAGUAR F-Pace,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXJ02.0RTX,small SUV,6,22,27,24,5,No,376
JAGUAR F-Pace MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXJ03.0FSC,small SUV,6,19,25,21,4,No,420
JAGUAR F-Pace MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXJ03.0FSC,small SUV,6,19,25,21,4,No,420
JAGUAR F-Pace SVR,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,SJLXJ05.0FSM,small SUV,2,15,21,17,3,No,519
JAGUAR F-Pace SVR,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,SJLXJ05.0FSM,small SUV,2,15,21,17,3,No,519
JEEP Compass,2,4,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT02.05P1,small SUV,6,24,32,27,5,No,330
JEEP Compass,2,4,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT02.05P1,small SUV,6,24,32,27,5,No,330
JEEP Grand Cherokee,2,4,Auto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SCRXT02.05PH,standard SUV,6,23/57,24/56,23/56,8,Yes,177
JEEP Grand Cherokee,2,4,Auto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SCRXT02.05PH,standard SUV,6,23/57,24/56,23/56,8,Yes,177
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65P5,standard SUV,6,19,26,22,5,No,407
JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65P5,standard SUV,6,19,26,22,5,No,407
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65P5,standard SUV,6,19,26,22,5,No,413
JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65P5,standard SUV,6,19,26,22,5,No,413
JEEP Grand Cherokee L,3.6,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65P5,standard SUV,6,19,26,21,4,No,416
JEEP Grand Cherokee L,3.6,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65P5,standard SUV,6,19,26,21,4,No,416
JEEP Grand Cherokee L,3.6,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65P5,standard SUV,6,18,25,21,4,No,430
JEEP Grand Cherokee L,3.6,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65P5,standard SUV,6,18,25,21,4,No,430
JEEP Grand Wagoneer,3,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P2,standard SUV,6,14,20,17,3,No,537
JEEP Grand Wagoneer,3,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P2,standard SUV,6,14,20,17,3,No,537
JEEP Grand Wagoneer L,3,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P2,standard SUV,6,14,20,17,3,No,537
JEEP Grand Wagoneer L,3,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P2,standard SUV,6,14,20,17,3,No,537
JEEP Wagoneer,3,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P4,standard SUV,6,17,24,20,4,No,453
JEEP Wagoneer,3,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P4,standard SUV,6,17,24,20,4,No,453
JEEP Wagoneer,3,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P4,standard SUV,6,16,23,19,4,No,472
JEEP Wagoneer,3,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P4,standard SUV,6,16,23,19,4,No,472
JEEP Wagoneer L,3,6,Auto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P4,standard SUV,6,17,24,20,4,No,453
JEEP Wagoneer L,3,6,Auto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P4,standard SUV,6,17,24,20,4,No,453
JEEP Wagoneer L,3,6,Auto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.05P4,standard SUV,6,16,23,19,4,No,476
JEEP Wagoneer L,3,6,Auto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.05P4,standard SUV,6,16,23,19,4,No,476
KIA Carnival,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,SKMXT03.5KU5,minivan,5,18,26,21,4,No,426
KIA Carnival,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SKMXT03.5KU5,minivan,5,18,26,21,4,No,426
KIA Carnival Hybrid,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT01.6K13,minivan,6,34,31,33,6,No,274
KIA Carnival Hybrid,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT01.6K13,minivan,6,34,31,33,6,No,274
KIA EV9 Long Range AWD,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0300,standard SUV,10,91,75,83,10,Elite,0
KIA EV9 Long Range AWD,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0300,standard SUV,10,91,75,83,10,Elite,0
KIA EV9 Long Range AWD GT-Line,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0300,standard SUV,10,88,72,80,10,Elite,0
KIA EV9 Long Range AWD GT-Line,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0300,standard SUV,10,88,72,80,10,Elite,0
KIA EV9 Long Range RWD,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0301,standard SUV,10,100,78,89,10,Elite,0
KIA EV9 Long Range RWD,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0301,standard SUV,10,100,78,89,10,Elite,0
KIA EV9 Standard Range RWD,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0302,standard SUV,10,99,77,88,10,Elite,0
KIA EV9 Standard Range RWD,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0302,standard SUV,10,99,77,88,10,Elite,0
KIA K4,2,4,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV02.0CE3,midsize car,6,29,39,33,6,No,273
KIA K4,2,4,SCV-1,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV02.0CE3,midsize car,6,30,40,34,7,No,264
KIA K4,2,4,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV02.0CE3,midsize car,6,29,39,33,6,No,273
KIA K4,2,4,SCV-1,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV02.0CE3,midsize car,6,30,40,34,7,No,264
KIA K5,2.5,4,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,SKMXV02.5DP7,large car,4,23,33,27,5,No,331
KIA K5,2.5,4,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,SKMXV02.5DP7,large car,4,23,33,27,5,No,331
KIA K5,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV02.5DR3,large car,6,25,36,29,6,No,310
KIA K5,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV02.5DR3,large car,6,26,37,30,6,No,298
KIA K5,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV02.5DR3,large car,6,25,36,29,6,No,310
KIA K5,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV02.5DR3,large car,6,26,37,30,6,No,298
KIA K5,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV02.5DR3,large car,6,24,33,27,5,No,329
KIA K5,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV02.5DR3,large car,6,24,33,27,5,No,329
KIA Niro,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.6213,small SUV,6,53,45,49,8,Yes,181
KIA Niro,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.6213,small SUV,6,53,45,49,8,Yes,181
KIA Niro Electric,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0200,small SUV,10,126,101,113,10,Elite,0
KIA Niro Electric,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0200,small SUV,10,126,101,113,10,Elite,0
KIA Niro FE,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.6213,small SUV,6,53,54,53,8,Yes,167
KIA Niro FE,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.6213,small SUV,6,53,54,53,8,Yes,167
KIA Niro Plug-in Hybrid,1.6,4,AMS-6,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.622T,small SUV,6,49/113,47/102,48/108,10,Yes,71
KIA Niro Plug-in Hybrid,1.6,4,AMS-6,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.622T,small SUV,6,49/113,47/102,48/108,10,Yes,71
KIA Seltos,1.6,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT01.6NC3,small SUV,6,24,27,25,5,No,350
KIA Seltos,1.6,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT01.6NC3,small SUV,6,24,27,25,5,No,350
KIA Seltos,2,4,SCV-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT02.0NE3,small SUV,6,28,34,31,6,No,288
KIA Seltos,2,4,SCV-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT02.0NE3,small SUV,6,28,34,31,6,No,288
KIA Seltos,2,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT02.0NE3,small SUV,6,27,31,29,6,No,309
KIA Seltos,2,4,SCV-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT02.0NE3,small SUV,6,27,31,29,6,No,309
KIA Sorento,2.5,4,AMS-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT02.5JP3,small SUV,6,20,29,23,5,No,382
KIA Sorento,2.5,4,AMS-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT02.5JP3,small SUV,6,20,29,23,5,No,382
KIA Sorento,2.5,4,AMS-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT02.5JP3,small SUV,6,20,27,23,5,No,389
KIA Sorento,2.5,4,AMS-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT02.5JP3,small SUV,6,20,27,23,5,No,389
KIA Sorento,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT02.5JR3,small SUV,6,23,31,26,5,No,339
KIA Sorento,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT02.5JR3,small SUV,6,23,31,26,5,No,339
KIA Sorento,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT02.5JR3,small SUV,6,23,28,25,5,No,357
KIA Sorento,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT02.5JR3,small SUV,6,23,28,25,5,No,357
KIA Sorento Hybrid,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.6J13,small SUV,6,36,36,36,7,No,246
KIA Sorento Hybrid,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.6J13,small SUV,6,36,36,36,7,No,246
KIA Sorento Hybrid,1.6,4,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.6J13,small SUV,6,34,34,34,7,No,263
KIA Sorento Hybrid,1.6,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.6J13,small SUV,6,34,34,34,7,No,263
KIA Sorento Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SKMXV01.6J2T,small SUV,6,33/77,34/71,33/74,9,Yes,111
KIA Sorento Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SKMXV01.6J2T,small SUV,6,33/77,34/71,33/74,9,Yes,111
KIA Soul,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV02.0BE3,station wagon,6,27,33,30,6,No,302
KIA Soul,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV02.0BE3,station wagon,6,27,33,30,6,No,302
KIA Soul Eco dynamics,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXV02.0BE3,station wagon,6,29,35,31,6,No,287
KIA Soul Eco dynamics,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXV02.0BE3,station wagon,6,29,35,31,6,No,287
KIA Sportage,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT02.5PR3,small SUV,6,25,32,28,6,No,317
KIA Sportage,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT02.5PR3,small SUV,6,25,32,28,6,No,317
KIA Sportage,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT02.5PR3,small SUV,6,23,27,25,5,No,361
KIA Sportage,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT02.5PR3,small SUV,6,23,27,25,5,No,361
KIA Sportage Hybrid,1.6,4,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT01.6P13,small SUV,6,42,44,43,7,No,206
KIA Sportage Hybrid,1.6,4,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT01.6P13,small SUV,6,42,44,43,7,No,206
KIA Sportage Hybrid,1.6,4,AMS-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT01.6P13,small SUV,6,38,38,38,7,No,235
KIA Sportage Hybrid,1.6,4,AMS-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT01.6P13,small SUV,6,38,38,38,7,No,235
KIA Sportage Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SKMXT01.6P2T,small SUV,6,36/88,35/79,35/84,9,Yes,96
KIA Sportage Plug-in Hybrid,1.6,4,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SKMXT01.6P2T,small SUV,6,36/88,35/79,35/84,9,Yes,96
KIA Sportage X-pro,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SKMXT02.5PR3,small SUV,6,23,30,26,5,No,344
KIA Sportage X-pro,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SKMXT02.5PR3,small SUV,6,23,30,26,5,No,344
LAMBORGHINI Urus SE,4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,SVGAT04.0LAA,standard SUV,2,19/46,21/50,20/48,7,No,251
LAMBORGHINI Urus SE,4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,SVGAT04.0LAA,standard SUV,2,19/46,21/50,20/48,7,No,251
LAND ROVER Defender 110,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXT02.0RTW,standard SUV,6,18,20,19,4,No,474
LAND ROVER Defender 110,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXT02.0RTW,standard SUV,6,18,20,19,4,No,474
LAND ROVER Defender 90,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXT02.0RTW,standard SUV,6,18,21,19,4,No,465
LAND ROVER Defender 90,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXT02.0RTW,standard SUV,6,18,21,19,4,No,465
LAND ROVER Discovery,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXT02.0RTW,standard SUV,6,19,24,21,4,No,421
LAND ROVER Discovery,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXT02.0RTW,standard SUV,6,19,24,21,4,No,421
LAND ROVER Discovery MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXT03.0HTR,standard SUV,6,17,23,19,4,No,457
LAND ROVER Discovery MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXT03.0HTR,standard SUV,6,17,23,19,4,No,457
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXT02.0RTV,small SUV,6,19,23,20,4,No,437
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXT02.0RTV,small SUV,6,19,23,20,4,No,437
LAND ROVER Range Rover Evoque,2,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXT02.0RTV,small SUV,6,20,27,22,5,No,398
LAND ROVER Range Rover Evoque,2,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXT02.0RTV,small SUV,6,20,27,22,5,No,398
LAND ROVER Range Rover LWB MHEV,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SJLXT04.4GTG,standard SUV,5,16,22,18,4,No,501
LAND ROVER Range Rover MHEV,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SJLXT04.4GTG,standard SUV,5,16,23,19,4,No,477
LAND ROVER Range Rover P550 PHEV,3,6,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SJLXT03.0PTC,standard SUV,6,21/51,22/56,21/53,9,Yes,102
LAND ROVER Range Rover P550 PHEV,3,6,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SJLXT03.0PTC,standard SUV,6,21/51,22/56,21/53,9,Yes,102
LAND ROVER Range Rover SV LWB MHEV,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SJLXT04.4GTG,standard SUV,5,16,22,18,4,No,501
LAND ROVER Range Rover SV MHEV,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SJLXT04.4GTG,standard SUV,5,16,22,18,4,No,501
LAND ROVER Range Rover Sport MHEV,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SJLXT04.4GTG,standard SUV,5,16,23,19,4,No,477
LAND ROVER Range Rover Sport P460 PHEV,3,6,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SJLXT03.0PTC,standard SUV,6,21/51,22/56,21/53,9,Yes,102
LAND ROVER Range Rover Sport P460 PHEV,3,6,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SJLXT03.0PTC,standard SUV,6,21/51,22/56,21/53,9,Yes,102
LAND ROVER Range Rover Sport SVR MHEV,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,SJLXT04.4GTG,standard SUV,5,16,22,18,4,No,497
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXJ02.0RTX,small SUV,6,22,26,23,5,No,381
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXJ02.0RTX,small SUV,6,22,26,23,5,No,381
LAND ROVER Range Rover Velar P340 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXJ03.0FSC,small SUV,6,19,26,22,5,No,407
LAND ROVER Range Rover Velar P340 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXJ03.0FSC,small SUV,6,19,26,22,5,No,407
LAND ROVER Range Rover Velar P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SJLXJ03.0FSC,small SUV,6,19,25,21,4,No,420
LAND ROVER Range Rover Velar P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SJLXJ03.0FSC,small SUV,6,19,25,21,4,No,420
LEXUS ES 250,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,STYXV02.5N4A,midsize car,5,24,33,28,6,No,320
LEXUS ES 250,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,STYXV02.5N4A,midsize car,5,24,33,28,6,No,320
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STYXV02.5P33,midsize car,6,43,44,44,7,No,200
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STYXV02.5P33,midsize car,6,43,44,44,7,No,200
LEXUS ES 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,STYXV03.5M5B,midsize car,4,22,32,25,5,No,347
LEXUS ES 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,STYXV03.5M5B,midsize car,4,22,32,25,5,No,347
LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,STYXV03.5M5B,midsize car,4,22,31,25,5,No,352
LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,STYXV03.5M5B,midsize car,4,22,31,25,5,No,352
LEXUS NX 250,2.5,4,SemiAuto-8,2WD,Gasoline,CA,OT,Other,STYXT02.5E4M,small SUV,5,26,33,28,6,No,311
LEXUS NX 250,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,STYXT02.5E4M,small SUV,5,26,33,28,6,No,311
LEXUS NX 250,2.5,4,SemiAuto-8,4WD,Gasoline,CA,OT,Other,STYXT02.5E4M,small SUV,5,25,32,28,6,No,318
LEXUS NX 250,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,STYXT02.5E4M,small SUV,5,25,32,28,6,No,318
LEXUS NX 350,2.4,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STYXJ02.4P3G,small SUV,6,21,28,24,5,No,370
LEXUS NX 350,2.4,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STYXJ02.4P3G,small SUV,6,21,28,24,5,No,370
LEXUS NX 350 F Sport,2.4,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STYXJ02.4P3G,small SUV,6,21,28,24,5,No,370
LEXUS NX 350 F Sport,2.4,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STYXJ02.4P3G,small SUV,6,21,28,24,5,No,370
LEXUS NX 350h,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,STYXT02.5H3A,small SUV,6,41,37,39,7,No,225
LEXUS NX 350h,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STYXT02.5H3A,small SUV,6,41,37,39,7,No,225
LEXUS NX 450h+,2.5,4,SCV-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,STYXT02.5P3W,small SUV,6,38/93,33/75,36/84,9,Yes,87
LEXUS NX 450h+,2.5,4,SCV-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,STYXT02.5P3W,small SUV,6,38/93,33/75,36/84,9,Yes,87
LEXUS UX 300h,2,4,CVT,2WD,Gasoline,CA,OT,Other,STYXV02.0H3A,small car,6,45,41,43,7,No,204
LEXUS UX 300h,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STYXV02.0H3A,small car,6,45,41,43,7,No,204
LEXUS UX 300h,2,4,CVT,4WD,Gasoline,CA,OT,Other,STYXV02.0H3A,small car,6,44,40,42,7,No,209
LEXUS UX 300h,2,4,CVT,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STYXV02.0H3A,small car,6,44,40,42,7,No,209
LEXUS UX 300h,2,4,SCV-6,2WD,Gasoline,CA,OT,Other,STYXV02.0H3A,small car,6,45,41,43,7,No,204
LEXUS UX 300h,2,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STYXV02.0H3A,small car,6,45,41,43,7,No,204
LEXUS UX 300h,2,4,SCV-6,4WD,Gasoline,CA,OT,Other,STYXV02.0H3A,small car,6,44,40,42,7,No,209
LEXUS UX 300h,2,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,STYXV02.0H3A,small car,6,44,40,42,7,No,209
